,Unnamed: 0,PMID/PMCID,Publisher,Journal title,Article title,Cost,Cleaned,NewTitle
1307,1307,23184970 PMC3528594 ,PNAS,National Academy of Sciences,Direct three-dimensional visualization of membrane disruption by amyloid fibrils,1459.12,0,
1308,1308,PMC3529030,PNAS,PNAS,How nature can exploit nonspecific catalytic and carbohydrate binding modules to create enzymatic specifity,734.0,0,
1310,1310,PMC3612675,PNAS,PNAS USA,Cannabinoid- and lysophosphatidylinositol-sensitive receptor GPR55 boosts neurotransmitter release at central synapses,651.58,0,
1311,1311,3396515,PNAS,Proceedings of the National Academy of Sciences,Multistep molecular mechanism for Bone morphogenetic protein extracellular transport in the Drosophila embryo,206.32,0,
1312,1312,23341602 PMC3568321,PNAS,Proceedings of the National Academy of Sciences,Specular reflections and the estimation of shape ,663.3,0,
1313,1313,PMC3491520,PNAS,Proceedings of the National Academy of Sciences of the USA,"Cyclooxygenase-1, not cyclooxygenase-2, is responsible for physiological production of prostracyclin in the cardiovascular system",809.62,0,
1314,1314,PMC3093473,PNAS Author Publication,Proceedings of the National Academy of Sciences of the United States of America,Crystal structures of the endoplasmic reticulum aminopeptidase-1 (ERAP1) reveal the molecular basis for N-terminal peptide trimming.,731.77,98,
1315,1315,PMC3606973,PNAS Author Publication,Proceedings of the national Academy of Sciences,Dimerization of complement factor H-related proteins modulates complement activation in vivo,779.69,0,
1316,1316,,Policy Press,Journal of Poverty and Social Justice,"

Subjective wellbeing: a primer for poverty analysts ",1800.0,0,
1317,1317,,Portland Press,ASN neuro,Astrocytes and glutamate homeostasis in AlzheimerÂs disease: a decrease in glutamine synthetase but not in glutamate transporter-1 in the prefrontal cortex.,1453.42,100,
1318,1318,3685266,Portland press,Biochemical Journal,The dynamic action of SecA during the initiation of protein translocation,1800.0,100,The Biochemical journal
1319,1319,PMID: 20377523 PMC3685215 ,Portland Press,Biochemical Journal,"Three dimensional structure of recombinant type 1 inositol 1,4,5-trisphosphate receptor",1800.0,100,The Biochemical journal
1320,1320,PMID: 23009366  PMC3685217 ,Portland Press,Biochemical Journal,Activation of IP3 receptors requires an endogenous 1-8-14 calmodulin-binding motif,1800.0,100,The Biochemical journal
1321,1321,PMC3583032,Portland Press,Biochemical Journal,Structure and mechanism of the PilF DNA transformation ATPase from Thermus thermophilus,2050.0,100,The Biochemical journal
1322,1322,PMC3526116,Portland Press,Biochemical Journals,"Generation and characterisation of a lysosomally targeted, genetically encoded Ca2+- sensor",1800.0,97,The Biochemical journal
1323,1323,PMID: 23697937  PMC3685327 ,Portland Press,Biochemical Society Transactions,CHD4 in the DNA-damage response and cell-cycle progression: not so NuRDy now,2100.0,100,Biochemical Society transactions
1324,1324,PMID: 23356304  PMC3561678 ,Portland Press,Biochemical Society Transactions,End-resection at DNA double-strand breaks in the three domains of life,900.0,100,Biochemical Society transactions
1325,1325,PMID:22928509 PMC3707360,Portland Press,Essays in Biochemistry,Cells wars: regulation of cell survival and proliferation by cell competition,270.0,100,Essays in biochemistry
1326,1326,"PMC3631100

",Portland Press,The Biochemical Journal,"Inhibition of LRRK2 kinase activity leads to dephosphorylation of Ser910/Ser935, disruption of 14-3-3 binding and altered cytoplasmic localisation",1800.0,100,The Biochemical journal
1327,1327,PMID: 23282150  PMC3610541 ,Portland Press,The Biochemical Journal,Subtype-selective regulation of IP3 receptors by thimerosal via cysteine residues within the IP3-binding core and suppressor domain,1800.0,100,The Biochemical journal
1328,1328,PMC3685328,PORTLAND PRESS LTD,Biochemical Society transactions,"ZF-CXXC DOMAIN CONTAINING PROTEINS, CPG ISLANDS & THE CHROMATIN CONNECTION",1800.0,100,
1329,1329,PMCID: PMC3632086,Portland Press Ltd,Biochemical Journal,The P-body component USP52/PAN2 is a novel regulator of HIF1A mRNA stability.,1800.0,100,The Biochemical journal
1330,1330,PMCID: PMC3635657,Portland Press Ltd,Biochemical Journal,Characterization of a pre-export enzyme-chaperone complex on the twin-arginine transport pathway,1800.0,100,The Biochemical journal
1331,1331,PMCID: PMC3778707,Portland Press Ltd,Biochemical Journal,Human cap methyltransferase (RNMT) N-terminal non-catalytic domain mediates recruitment to transcription initiation sites.,1800.0,100,The Biochemical journal
1332,1332,PMCID: PMC3778709,Portland Press Ltd,Biochemical Journal,Ube2W conjugates ubiquitin to ?-amino groups of protein N-termini.,1800.0,100,The Biochemical journal
1333,1333,PMCID: PMC3526858,Portland Press Ltd,Biochemical Journal,"Characterization of Staphylococcus aureus EssB, an integral membrane component of the TypeÂ VII secretion system: atomic resolution crystal structure of the cytoplasmic segment.",2100.0,100,The Biochemical journal
1334,1334,PMCID: PMC3631101,Portland Press Ltd,Biochemical Journal,The AMPK-related kinase SIK2 is regulated by cAMP via phosphorylation at Ser358 in adipocytes,2100.0,100,The Biochemical journal
1335,1335,PMCID:PMC3542821,Portland Press Ltd,Biochemical Journal,CFTR mutations altering CFTR fragmentation,2100.0,100,The Biochemical journal
1336,1336,,Portland Press Ltd,Biochemical Journal,The proteasome cap RPT5/Rpt5p subunit prevents aggregation of unfolded ricin A Chain,2100.0,100,The Biochemical journal
1337,1337," PMCID:
    PMC3554041
 ",Portland Press Ltd,Biochemical Society Transactions,Novel functions for Rab GTPases in multiple aspects of tumour progression,1800.0,100,Biochemical Society transactions
1338,1338,PMCID: PMC3763426,Portland Press Ltd,Bioscience Reports,Genetic and structural validation of Aspergillus fumigatus N-acetylphosphoglucosamine mutase as an antifungal target.,834.0,100,Bioscience reports
1339,1339,PMC3538203,Proceedings of the National Academy of Sciences (PNAS),National Academy of Sciences,Directionally selected P450 alleles are driving the spread of pyrethroid resistance in the major malaria vector Anopheles funestus,2418.25,0,
1340,1340,PMCID: PMC3511128 ,Proceedings of the National Academy of Sciences (PNAS),Proceedings of the National Academy of Sciences (PNAS),The impact of pyrethroid resistance on operational malaria control,831.09,0,
1341,1341,"PMC3457933

",Public Library of Science,Biology,Independent Regulation of Basal Neurotransmitter Release Efficacy by Variable Ca2+ Influx and Bouton Size at Small Central Synapses,1836.91,100,Biology
1342,1342,PMC3572961,Public Library of Science,Computational Biology,Multi-population classical HLA type impuation,1679.71,89,ISRN computational biology
1343,1343,PMC 3413714,Public Library of Science,Neglected Tropical Disease,Refining the global spatial limits of dengue virus transmission by evidenced-based,3600.0,90,PLoS neglected tropical diseases
1344,1344,PMC 3435256,Public Library of Science,Neglected Tropical Disease,A long neglected world malaria map: Plasmodium vivax endemicity in 2010,3600.0,90,PLoS neglected tropical diseases
1345,1345,23239765,Public Library of Science,PLOS,Understanding support for complementary and alternative medicine in general populations: use and perceived efficacy,1003.6,0,
1346,1346,24147036,Public Library of Science,Plos,The Role of Clathrin in post-Golgi Trafficking in Toxoplasma gondii,1018.0,0,
1347,1347,23844111,Public Library of Science,PLOS,Human and animal trypanosomes in Cote d'Ivoire form a single breeding population,1060.0,0,
1348,1348,23527131,Public Library of Science,PLoS,"Genetic Transformation of a Clinical (Genital Tract), Plasmid-Free Isolate of Chlamydia trachomatis: Engineering the Plasmid as a Coning Vector",1067.4,0,
1349,1349,,Public Library of Science,PLOS  Computational Biology,Dread and the Disvalue of Future Pain,1417.5,98,PLoS computational biology
1350,1350,,Public Library of Science,PloS one,In-cell NMR Characterization of the Secondary Structure Populations of a Disordered Conformation of a-Synuclein within E. coli Cells,850.5,100,PloS one
1351,1351,,Public Library of Science,PloS one,Cloned defective interfering influenza virus protects ferrets from pandemic 2009 influenza A virus,1002.14,100,
1352,1352,,Public Library of Science,PloS one,Protein interactions in Xenopus germ plasm RNP particles,1003.77,100,
1353,1353,,Public Library of Science,PloS one,Sleep-wake sensitive mechanisms of adenosine release in the Basal forebrain of rodents: an in vitro study/,1011.8,100,
1354,1354,,Public Library of Science,PloS one,Time to pregnancy: a computational method for using the duration of non-conception for predicting conception,1021.09,100,
1355,1355,,Public Library of Science,PloS one,Re-axpession of IGF-II is important for Beta Cell Regeneration and Adult Mice,1035.52,100,
1356,1356,,Public Library of Science,PloS one,Localisation of RNAs into the Germ Plasm of Viellogenic Xenopus Oocytes,1065.9,100,
1357,1357,,Public Library of Science,PloS one,Cytosolic entry of Shiga-like toxin A chain from the yeast endoplasmic reticulum requires catalytica,1073.27,100,
1358,1358,"PMC3720247

",Public Library of Science,PLoS Biology,Anthranilate fluorescence marks a calcium-propagated necrotic wave that promotes organismal death in C. elegans,1429.98,100,PLoS biology
1359,1359,23049479,Public Library of Science,PLoS Biology,Radar tracking and motion-sensitive cameras on flowers reveal the development of pollinator multi-destination routes over large spacial scales,343.51,100,PLoS biology
1360,1360,,Public Library of Science,PLoS Computational Biology,The Convallis rule for unsupervised learning in cortical networks,1445.74,100,PLoS computational biology
1361,1361,"PMC3610625

",Public Library of Science,PLoS Computational Biology,Outlier Responses Reflect Sensitivity to Statistical Structure in the Human Brain,1461.82,100,PLoS computational biology
1362,1362,PMCID: 3623702,Public Library of Science,PLOS COMPUTATIONAL BIOLOGY,FORMATION OF RAFT-LIKE ASSEMBLIES WITHIN CLUSTERS OF INFLUENZA HEMAGGLUTININ OBSERVED BY MD SIMULATIONS,1476.43,100,PLoS computational biology
1363,1363,PMCID: 3623704,Public Library of Science,PLOS COMPUTATIONAL BIOLOGY,REDUCED LATERAL MOBILITY OF LIPIDS & PROTEINS IN CROWDED MEMBRANES,1476.43,100,PLoS computational biology
1364,1364,"PMCID:
    PMC3048377",Public Library of Science,PLoS Computational Biology,"Quantification of the relative importance of CTL, B cell, NK cell, and target cell limitation in the control of primary SIV-infection",1658.18,100,PLoS computational biology
1365,1365,"PMCID:
    PMC3182865",Public Library of Science,PLoS Computational Biology,Why don't CD8+ T cells reduce the lifespan of SIV-infected cells in vivo?,1685.62,100,PLoS computational biology
1366,1366,PMC3610635,Public Library of Science,PLoS Computational Biology,Systems model of T cell receptor proximal signaling reveals emergent ultrasensitivity,1783.84,100,PLoS computational biology
1368,1368,PMC3521700 ,Public Library of Science,PLOS Genetics,A genome-wide RNAi screen reveals MAP kinase phosphatases as key ERK pathway regulators during embryonic stem cell differentiation,1394.05,100,PLoS genetics
1369,1369,PMC3836716,Public Library of Science,PLoS Genetics,Pathways-driven sparse regression identifies pathways and genes associated with high-density lipoprotein cholesterol in two asian cohorts,1418.13,100,PLoS genetics
1370,1370,PMC3688519,Public Library of Science,PLoS Genetics,Horizontally Acquired Glycosyltransferase Operons Drive Salmonellae Lipopolysaccharide Diversity,1431.21,100,PLoS genetics
1371,1371,PMC3814327 ,Public Library of Science,PLoS Genetics,Transcription termination and chimeric RNA formation controlled by Arabidopsis thaliana FPA and DICE,1447.48,100,PLoS genetics
1372,1372,PMCID: PMC3715425,Public Library of Science,PLoS Genetics,"Combinatorial Regulation of Meiotic Holliday Junction Resolution in C. elegans by HIM-6 (BLM) Helicase, SLX-4, and the SLX-1, MUS-81 and XPF-1 Nucleases",1456.19,100,PLoS genetics
1373,1373,PMCID: PMC3715432,Public Library of Science,PLoS Genetics,FGF Signalling Regulates Chromatin Organisation during Neural Differentiation via Mechanisms that Can Be Uncoupled from Transcription,1456.19,100,PLoS genetics
1374,1374,PMCID: PMC3585130,Public Library of Science,PLoS Genetics,"The amidation step of diphthamide biosynthesis in yeast requires DPH6, a gene identified through mining the DPH1-DPH5 interaction network",1525.0,100,PLoS genetics
